n	Time taken (seconds)
100	0.0002341270
200	0.0005378723
300	0.0008749962
400	0.0012400150
500	0.0015931129
600	0.0020020008
700	0.0023679733
800	0.0029850006
900	0.0033590794
1000	0.0036060810
