n	Time taken (seconds)
100	0.0002341270
200	0.0005350113
300	0.0009007454
400	0.0012359619
500	0.0015957355
600	0.0019903183
700	0.0023949146
800	0.0028209686
900	0.0032029152
1000	0.0036129951
